,common_use,usps_abbr
3833,LOCKSMITH,LOKSMTH
3834,LCKSMTH,LOKSMTH
3835,LOCKSMTH,LOKSMTH
3836,LSMITH,LOKSMTH
3837,LOCOMOTIVE,LOCOM
3838,LOCOM,LOCOM
3839,LODGE,LDG
3840,LDG,LDG
3841,LDGE,LDG
3842,LODG,LDG
3843,LOGGING,LOG
3844,LOG,LOG
3845,LOGIC,LGC
3846,LGC,LGC
3847,LOGICAL,LGCL
3848,LGCL,LGCL
3849,LOGISTIC,LOGISTC
3850,LOGISTC,LOGISTC
3851,LOGS,LOGISTC
3852,LOGISTICIAN,LOGISTN
3853,LOUNGE,LNG
3854,LNG,LNG
3855,LUBRICANT,LUBR
3856,LUBR,LUBR
3857,LUBRICNT,LUBR
3858,LUBRICATION,LUBE
3859,LUBE,LUBE
3860,LUCKY,LCKY
3861,LCKY,LCKY
3862,LUGGAGE,LUG
3863,LUG,LUG
3864,LUMBER,LMBR
3865,LBR,LMBR
3866,LMBR,LMBR
3867,LUTHERAN,LUTH
3868,LUTH,LUTH
3869,MACARONI,MCRN
3870,MCRN,MCRN
3871,MACHINE,MACH
3872,MACH,MACH
3873,MCH,MACH
3874,MCHINE,MACH
3875,MACHINER,MACHR
3876,MACH,MACHR
3877,MACHR,MACHR
3878,MACHINERY,MACHY
3879,MACH,MACHY
3880,MACHY,MACHY
3881,MCHY,MACHY
3882,MACHINING,MACHG
3883,MACH,MACHG
3884,MACHG,MACHG
3885,MACHINIST,MACHST
3886,MACH,MACHST
3887,MACHST,MACHST
3888,MAGAZINE,MAG
3889,MAG,MAG
3890,MAGIC,MGC
3891,MGC,MGC
3892,MAGNETIC,MGNTC
3893,MGNTC,MGNTC
3894,MAGNETO,MGNTO
3895,MGNTO,MGNTO
3896,MAILER,MLR
3897,MLR,MLR
3898,MSC,MLR
3899,MS,MLR
3900,MSC,MLR
3901,MAINSAIL,MNSL
3902,MNSL,MNSL
3903,MAINTENANCE,MNTNC
3904,MAINT,MNTNC
3905,MNTNC,MNTNC
3906,MTNCE,MNTNC
3907,MAJESTIC,MJSTC
3908,MJSTC,MJSTC
3909,MAJOR,MJR
3910,MAJ,MJR
3911,MJR,MJR
3912,MAMMOGRAPHY,MAMGRAPHY
3913,MAMGRPHY,MAMGRAPHY
3914,MANAGE,MANAG
3915,MANAG,MANAG
3916,MNG,MANAG
3917,MANAGEMENT,MGMT
3918,MANAGE,MGMT
3919,MANGMNT,MGMT
3920,MGMENT,MGMT
3921,MGMT,MGMT
3922,MGT,MGMT
3923,MNGMNT,MGMT
3924,MNGMT,MGMT
3925,MNGN,MGMT
3926,MANAGER,MGR
3927,MANAGE,MGR
3928,MG,MGR
3929,MGR,MGR
3930,MNAGER,MGR
3931,MNGR,MGR
3932,MANAGERIAL,MGRL
3933,MGRL,MGRL
3934,MANAGING,MNGNG
3935,MGNG,MNGNG
3936,MNG,MNGNG
3937,MNGNG,MNGNG
3938,MANOR,MNR
3939,MNR,MNR
3940,MANPOWER,MNPWR
3941,MNPWR,MNPWR
3942,MANUFACTURE,MFR
3943,MANF,MFR
3944,MANUF,MFR
3945,MFR,MFR
3946,MANUFACTURER,MFGR
3947,MFGR,MFGR
3948,MFR,MFGR
3949,MANUFACTURING,MFG
3950,MANUFACTURI,MFG
3951,MFG,MFG
3952,MFGNG,MFG
3953,MAPLE,MPL
3954,MPL,MPL
3955,MARATHON,MRTHN
3956,MRTHN,MRTHN
3957,MARBLE,MRBL
3958,MBL,MRBL
3959,MRBL,MRBL
3960,MARINA,MRNA
3961,MRNA,MRNA
3962,MARINE,MRNE
3963,MAR,MRNE
3964,MRNE,MRNE
3965,MARITIME,MRTM
3966,MRTM,MRTM
3967,MARKET,MKT
3968,MKT,MKT
3969,MRKT,MKT
3970,MARKETER,MRKTR
3971,MRKTR,MRKTR
3972,MARKETING,MKTG
3973,MKT,MKTG
3974,MKTG,MKTG
3975,MKTING,MKTG
3976,MKTNG,MKTG
3977,MRKT,MKTG
3978,MRKTG,MKTG
3979,MARKETPLACE,MRKTPLC
3980,MRKTPLC,MRKTPLC
3981,MARKING,MKG
3982,MKG,MKG
3983,MARSHALL,MRSHLL
3984,MRSHLL,MRSHLL
3985,MASON,MSN
3986,MSN,MSN
3987,MASONIC,MSNC
3988,MSNC,MSNC
3989,MASONRY,MASON
3990,MASON,MASON
3991,MSN,MASON
3992,MASTER,MSTR
3993,MSTR,MSTR
3994,MATERIAL,MTRL
3995,MATL,MTRL
3996,MTL,MTRL
3997,MTRL,MTRL
3998,MATERIEL,MATL
3999,MTREL,MATL
4000,MATERNITY,MTRNTY
4001,MTRNTY,MTRNTY
4002,MATTRESS,MATRS
4003,MAT,MATRS
4004,MATRS,MATRS
4005,MATT,MATRS
4006,MATTRS,MATRS
4007,MAYOR,MAY
4008,MAY,MAY
4009,MYR,MAY
4010,MEADOW,MDWS
4011,MDW,MDWS
4012,MEASURE,MSR
4013,MSR,MSR
4014,MEASUREMENT,MSRMNT
4015,MEASUREMNT,MSRMNT
4016,MSRMNT,MSRMNT
4017,MECHANIC,MECH
4018,MCHNC,MECH
4019,MECH,MECH
4020,MECHANICAL,MECHL
4021,MECH,MECHL
4022,MECHL,MECHL
4023,MEDIA,MEDIA
4024,MED,MEDIA
4025,MEDICAL,MEDCL
4026,MDCL,MEDCL
4027,MED,MEDCL
4028,MEDCL,MEDCL
4029,MEDIC,MEDCL
4030,MEDL,MEDCL
4031,MEDICAMENT,MEDCMNT
4032,MEDCMNT,MEDCMNT
4033,MEDICINE,MEDCN
4034,MED,MEDCN
4035,MEDCN,MEDCN
4036,MEDIUM,MEDM
4037,MED,MEDM
4038,MEDM,MEDM
4039,MEETING,MTG
4040,MTG,MTG
4041,MELANGE,MLNG
4042,MLNG,MLNG
4043,MEMBER,MBR
4044,MBR,MBR
4045,MEMBERSHIP,MBRSHP
4046,MBRSHP,MBRSHP
4047,MEMBRANE,MBRM
4048,MBRM,MBRM
4049,MEMORANDUM,MEMO
4050,MEMO,MEMO
4051,MEMORIAL,MEML
4052,MEM,MEML
4053,MEML,MEML
4054,MEMRL,MEML
4055,MEMORY,MEM
4056,MEM,MEM
4057,MENNONITE,MENIT
4058,MENIT,MENIT
4059,MENTAL,MNTL
4060,MENT,MNTL
4061,MNTL,MNTL
4062,MERCANTILE,MERCTL
4063,MERC,MERCTL
4064,MERCTL,MERCTL
4065,MERCHANDISE,MDSE
4066,MDSE,MDSE
4067,MERCHANDISER,MRCHNDSR
4068,MRCHNDSR,MRCHNDSR
4069,MERCHANDISING,MDSNG
4070,MDSNG,MDSNG
4071,MERCH,MDSNG
4072,MHDSG,MDSNG
4073,MERCHANT,MRCHNT
4074,MCHNT,MRCHNT
4075,MRCHNT,MRCHNT
4076,MERCURY,MERC
4077,MERC,MERC
4078,MERIDIONAL,MRDNL
4079,MRDNL,MRDNL
4080,METAL,METL
4081,MET,METL
4082,METL,METL
4083,MTL,METL
4084,METALLIZING,MTLNG
4085,MTLNG,MTLNG
4086,METALLURGICAL,METLLRGCL
4087,MET,METLLRGCL
4088,METLLRGCL,METLLRGCL
4089,METALLURGIST,METLLRGST
4090,MET,METLLRGST
4091,METLLRGST,METLLRGST
4092,METALLURGY,MTLGY
4093,MTLGY,MTLGY
4094,METEOROLOGIST,METRLGST
4095,MET,METRLGST
4096,METRLGST,METRLGST
4097,METHOD,METH
4098,METH,METH
4099,METHODIST,METHDST
4100,METH,METHDST
4101,METHDST,METHDST
4102,METRIC,MTRC
4103,MTRC,MTRC
4104,METROPOLITAN,METRO
4105,METRO,METRO
4106,MEXICAN,MEX
4107,MEX,MEX
4108,MICRO,MCR
4109,MCR,MCR
4110,MICROBIOLOGY,MCRBLGY
4111,MCRBLGY,MCRBLGY
4112,MICROCOMPUTER,MCRCMPTR
4113,MCRCMPTR,MCRCMPTR
4114,MICRO,MCRCMPTR
4115,MICRODATA,MCRDT
4116,MCRDT,MCRDT
4117,MICROELECTRONIC,MCRELCTRNC
4118,MCRELCTRNC,MCRELCTRNC
4119,MICROFICHE,MCRFCH
4120,MCRFCH,MCRFCH
4121,MICROWAVE,MCRWV
4122,MCRWV,MCRWV
4123,MIDDLE,MID
4124,MID,MID
4125,MIDL,MID
4126,MIDLAND,MDLND
4127,MDLND,MDLND
4128,MIDSHIPMAN,MDSHPMN
4129,MDSHPMN,MDSHPMN
4130,MIDTOWN,MDTWN
4131,MDTWN,MDTWN
4132,MIDWAY,MDWY
4133,MDWY,MDWY
4134,MIDWEST,MDWST
4135,MDWST,MDWST
4136,MIDWST,MDWST
4137,MIDWESTERN,MDWSTRN
4138,MDWSTRN,MDWSTRN
4139,MILIEU,ML
4140,ML,ML
4141,MILITARY,MLTRY
4142,MLTRY,MLTRY
4143,MILLINERY,MILNRY
4144,MLY,MILNRY
4145,MILLING,MIL
4146,MIL,MIL
4147,MILLWORK,MLLWK
4148,MLLWK,MLLWK
4149,MINERAL,MNRL
4150,MIN,MNRL
4151,MNRL,MNRL
4152,MINIATURE,MINI
4153,MINI,MINI
4154,MINING,MIN
4155,MIN,MIN
4156,MINNG,MIN
4157,MINISTER,MINSTR
4158,MNTR,MINSTR
4159,MINISTRY,MNSTRY
4160,MNSTRY,MNSTRY
4161,MINISCULE,MNSCL
4162,MNSCL,MNSCL
4163,MIRROR,MIR
4164,MIR,MIR
4165,MISCELLANEOUS,MISC
4166,MISC,MISC
4167,MISSILE,MIS
4168,MIS,MIS
4169,MISSION,MSSN
4170,MSN,MSSN
4171,MSSN,MSSN
4172,MISSIONARY,MSSNRY
4173,MSSNRY,MSSNRY
4174,MISTER,MR
4175,MR,MR
4176,MIXED,MXD
4177,MXD,MXD
4178,MIXING,MIX
4179,MIX,MIX
4180,MOBILE,MBL
4181,MBL,MBL
4182,MO,MBL
4183,MOB,MBL
4184,MOCCASIN,MOC
4185,MOC,MOC
4186,MODEL,MDL
4187,MDL,MDL
4188,MODERN,MOD
4189,MDRN,MOD
4190,MOD,MOD
4191,MOLDED,MLD
4192,MLD,MLD
4193,MOLDING,MLDG
4194,MLDG,MLDG
4195,MONASTERY,MONSTRY
4196,MONSTRY,MONSTRY
4197,MONEY,MNY
4198,MNY,MNY
4199,MONITORING,MNTRNG
4200,MNTRNG,MNTRNG
4201,MONOGRAM,MNGRM
4202,MNGRM,MNGRM
4203,MONTHLY,MNTHLY
4204,MNTHLY,MNTHLY
4205,MONUMENT,MNMT
4206,MNMT,MNMT
4207,MONU,MNMT
4208,MOOSE,MSE
4209,MSE,MSE
4210,MORTGAGE,MRTG
4211,MORTG,MRTG
4212,MORTGE,MRTG
4213,MRTG,MRTG
4214,MRTGE,MRTG
4215,MTG,MRTG
4216,MTGE,MRTG
4217,MORTICIAN,MORT
4218,MORT,MORT
4219,MORTUARY,MRTRY
4220,MRTRY,MRTRY
4221,MOSAIC,MOSC
4222,MSC,MOSC
4223,MOTEL,MTL
4224,MTL,MTL
4225,MOTHER,MTHR
4226,MTHR,MTHR
4227,MOTIF,MTF
4228,MTF,MTF
4229,MOTION,MOTN
4230,MOTN,MOTN
4231,MTN,MOTN
4232,MOTOR,MTR
4233,MTR,MTR
4234,MOTORCYCLE,MTRCYL
4235,MTCYC,MTRCYL
4236,MOULAGE,MLG
4237,MLG,MLG
4238,MOULDING,MLDNG
4239,MLDNG,MLDNG
4240,MOUNT,MT
4241,MT,MT
4242,MOUNTAIN,MTN
4243,MNTN,MTN
4244,MOUNTIN,MTN
4245,MTN,MTN
4246,MOVEMENT,MVMNT
4247,MVMNT,MVMNT
4248,MOVER,MVR
4249,MVR,MVR
4250,MOVIE,MOV
4251,MOV,MOV
4252,MOVING,MOVE
4253,MOVE,MOVE
4254,MVG,MOVE
4255,MOWER,MWR
4256,MWR,MWR
4257,MUFFLER,MUFLR
4258,MFLR,MUFLR
4259,MUFLR,MUFLR
4260,MUNICIPAL,MNCPL
4261,MNCPL,MNCPL
4262,MUNICIPALITY,MNCPLTY
4263,MNCPLTY,MNCPLTY
4264,MUSEUM,MUS
4265,MUS,MUS
4266,MUSIC,MUSC
4267,MUS,MUSC
4268,MUSC,MUSC
4269,MUSICAL,MUSCL
4270,MUSCL,MUSCL
4271,MUTUAL,MUTL
4272,MTL,MUTL
4273,MUTL,MUTL
4274,MYSTIC,MYSTC
4275,MYSTC,MYSTC
4276,NATION,NAT
4277,NAT,NAT
4278,NATIONAL,NATL
4279,NATL,NATL
4280,NTL,NATL
4281,NATIONWIDE,NTNWD
4282,NTNWD,NTNWD
4283,NATURAL,NTRL
4284,NTRL,NTRL
4285,NATURALLY,NTRLLY
4286,NTRLLY,NTRLLY
4287,NAUTICAL,NTCL
4288,NTCL,NTCL
4289,NAVAL,NVL
4290,NVL,NVL
4291,NAVEL,NVEL
4292,NVEL,NVEL
4293,NAVIGATION,NVGTN
4294,NVGTN,NVGTN
4295,NAZARENE,NAZ
4296,NAZ,NAZ
4297,NECESSITY,NEC
4298,NEC,NEC
4299,NECKWEAR,NCKWR
4300,NCKWR,NCKWR
4301,NEIGHBORHOOD,NGHBRHD
4302,NGHBRHG,NGHBRHD
4303,NEPHROLOGY,NEPH
4304,NEPH,NEPH
4305,NETWORK,NTWRK
4306,NET,NTWRK
4307,NETWK,NTWRK
4308,NTK,NTWRK
4309,NTWK,NTWRK
4310,NTWRK,NTWRK
4311,NETWORKING,NTWRKNG
4312,NTWRKNG,NTWRKNG
4313,NEUROBIOLOGY,NEUROBIOL
4314,NEUROBIOL,NEUROBIOL
4315,NEUROLOGIST,NEUROLGST
4316,NEUROLGST,NEUROLGST
4317,NEUROLOGY,NRLGY
4318,NRLGY,NRLGY
4319,NEWSPAPER,NWSPPR
4320,NSWPPR,NWSPPR
4321,NINTH,9TH
4322,IX,9TH
4323,9TH,9TH
4324,NONCOMMISSIONED,NC
4325,NC,NC
4326,NONFERROUS,NFER
4327,NFER,NFER
4328,NORTHERN,NTHRN
4329,NTHRN,NTHRN
4330,NORTHSIDE,NRTHSD
4331,NRTHSD,NRTHSD
4332,NORTHWESTERN,NWN
4333,NWN,NWN
4334,NOTION,NOT
4335,NOT,NOT
4336,NOVELTY,NOVLT
4337,NOVLT,NOVLT
4338,NUCLEAR,NUC
4339,NUC,NUC
4340,NURSE,NUR
4341,NUR,NUR
4342,NURSERY,NRSY
4343,NRSY,NRSY
4344,NURS,NRSY
4345,NURSING,NURSE
4346,NURSE,NURSE
4347,NUTRITION,NUTRI
4348,NTRTN,NUTRI
4349,NUTRI,NUTRI
4350,OBSERVATORY,OBSRVTRY
4351,OBSRVTRY,OBSRVTRY
4352,OBSTETRIC,OBST
4353,OBST,OBST
4354,OBSTETRICIAN,OB
4355,OB,OB
4356,OBSTRCN,OB
4357,OCCUPATION,OCCUPTN
4358,OCCUPTN,OCCUPTN
4359,OCCUPATIONAL,OCCUPTNL
4360,OCCUP,OCCUPTNL
4361,OCCUPTNL,OCCUPTNL
4362,OCEAN,OCN
4363,OCN,OCN
4364,OFFICE,OFC
4365,OFC,OFC
4366,OFCE,OFC
4367,OFF,OFC
4368,OFFC,OFC
4369,OFFICER,OFCR
4370,OFFICR,OFCR
4371,OFFR,OFCR
4372,OFFICIAL,OFCL
4373,OFCL,OFCL
4374,ONCOLOGIST,ONCOL
4375,ONCOL,ONCOL
4376,OPERATING,OPG
4377,OP,OPG
4378,OPG,OPG
4379,OPRTNG,OPG
4380,OPERATION,OPRN
4381,OP,OPRN
4382,OPER,OPRN
4383,OPN,OPRN
4384,OPR,OPRN
4385,OPRN,OPRN
4386,OPERATIONAL,OPRTNL
4387,OP,OPRTNL
4388,OPRTNL,OPRTNL
4389,OPERATIVE,OPTV
4390,OPER,OPTV
4391,OPTV,OPTV
4392,OPERATOR,OPR
4393,OP,OPR
4394,OPER,OPR
4395,OPR,OPR
4396,OPRTR,OPR
4397,OPHTHALMIC,OPHT
4398,OPHT,OPHT
4399,OPHTHALMOLOGIST,OPH
4400,OPH,OPH
4401,OPPORTUNITY,OPRTNTY
4402,OPRTNTY,OPRTNTY
4403,OPTICAL,OPTIC
4404,OPT,OPTIC
4405,OPTIC,OPTIC
4406,OPTICIAN,OPTCN
4407,OPT,OPTCN
4408,OPTCN,OPTCN
4409,OPTOMETRIST,OPTOM
4410,OPTOM,OPTOM
4411,ORANGE,ORNG
4412,ORNG,ORNG
4413,ORCHARD,ORCH
4414,ORCH,ORCH
4415,ORCHRD,ORCH
4416,ORDER,ORDR
4417,ORD,ORDR
4418,ORDR,ORDR
4419,ORDERING,ORDNG
4420,ORDNG,ORDNG
4421,ORDINATOR,ORDNTR
4422,ORDNTR,ORDNTR
4423,ORDNANCE,ORD
4424,ORD,ORD
4425,ORGANIZATION,ORGN
4426,ORGN,ORGN
4427,ORGANIZATIONAL,ORGNL
4428,ORGNL,ORGNL
4429,ORIENTAL,ORNTL
4430,ORNTL,ORNTL
4431,ORNAMENTAL,ORNMTL
4432,ORNA,ORNMTL
4433,ORNMTL,ORNMTL
4434,ORTHOPEDIC,ORTHO
4435,ORTHO,ORTHO
4436,ORTHPD,ORTHO
4437,ORTHOPTIST,ORTHOPTST
4438,ORTHOPTST,ORTHOPTST
4439,OSTEOPATH,OSTEOPTH
4440,OSTEO,OSTEOPTH
4441,OSTEOPTH,OSTEOPTH
4442,OSTEOPATHIC,OSTEOPTHC
4443,OSTEO,OSTEOPTHC
4444,OSTEOPTHC,OSTEOPTHC
4445,OTOLOGY,OTO
4446,OTO,OTO
4447,OTORHINOLRYNGY,OTRHNLRYNGY
4448,OTRHNLRYNGY,OTRHNLRYNGY
4449,OUTDOOR,OTDR
4450,OTDR,OTDR
4451,OUTLET,OUTLT
4452,OTLT,OUTLT
4453,OUTL,OUTLT
4454,OUTLT,OUTLT
4455,OVERHEAD,OVRHD
4456,OVRHD,OVRHD
4457,OVERSIGHT,OVRSGHT
4458,OVRSGHT,OVRSGHT
4459,OWNER,OWNR
4460,ONR,OWNR
4461,OWN,OWNR
4462,OWNE,OWNR
4463,OWNR,OWNR
4464,OWR,OWNR
4465,PACIFIC,PAC
4466,PAC,PAC
4467,PCF,PAC
4468,PACKAGE,PKG
4469,PKG,PKG
4470,PACKAGING,PKGNG
4471,PACKG,PKGNG
4472,PKG,PKGNG
4473,PKGNG,PKGNG
4474,PACKER,PKR
4475,PKR,PKR
4476,PACKING,PCKG
4477,PCKG,PCKG
4478,PKG,PCKG
4479,PADDING,PDG
4480,PDG,PDG
4481,PAINT,PNT
4482,PNT,PNT
4483,PAINTER,PNTR
4484,PNTR,PNTR
4485,PTR,PNTR
4486,PAINTING,PAINT
4487,PAINT,PAINT
4488,PNT,PAINT
4489,PNTG,PAINT
4490,PNTNG,PAINT
4491,PALACE,PALC
4492,PALC,PALC
4493,PLC,PALC
4494,PANCAKE,PNCK
4495,PNCK,PNCK
4496,PANHANDLE,PNHDL
4497,PNHDL,PNHDL
4498,PANTRY,PNTRY
4499,PNTRY,PNTRY
4500,PAPER,PPR
4501,PPR,PPR
4502,PAPERBOARD,PPRBD
4503,PPRBD,PPRBD
4504,PARADISE,PRDS
4505,PRDS,PRDS
4506,PARKING,PARK
4507,PARK,PARK
4508,PRKG,PARK
4509,PARKWAY,PKWY
4510,PKWY,PKWY
4511,PKY,PKWY
4512,PARLOR,PRLR
4513,PRLR,PRLR
4514,PARTICLEBOARD,PTLBD
4515,PTLBD,PTLBD
4516,PARTNER,PRTNR
4517,PARTN,PRTNR
4518,PARTNR,PRTNR
4519,PATNR,PRTNR
4520,PRT,PRTNR
4521,PRTNR,PRTNR
4522,PT,PRTNR
4523,PTNR,PRTNR
4524,PTR,PRTNR
4525,PARTNERSHIP,PRTNRSHP
4526,PRTNRSHP,PRTNRSHP
4527,PARTY,PTY
4528,PTY,PTY
4529,PASSENGER,PSSGR
4530,PASS,PSSGR
4531,PASTOR,PSTR
4532,PST,PSTR
4533,PSTR,PSTR
4534,PATCH,PTCH
4535,PTCH,PTCH
4536,PATENT,PATNT
4537,PAT,PATNT
4538,PATNT,PATNT
4539,PATHOLOGIST,PTHLGST
4540,PTHLGST,PTHLGST
4541,PATHOLOGY,PATH
4542,PATH,PATH
4543,PATIO,PAT
4544,PAT,PAT
4545,PATTERN,PTTRN
4546,PTTRN,PTTRN
4547,PAVING,PAVE
4548,PAV,PAVE
4549,PAVE,PAVE
4550,PVG,PAVE
4551,PAWNBROKER,PWNBKR
4552,PWNPKR,PWNBKR
4553,PAYABLE,PAYABL
4554,PAY,PAYABL
4555,PAYABL,PAYABL
4556,PAYMENT,PYMT
4557,PYMT,PYMT
4558,PEDIATRIC,PEDTRC
4559,PED,PEDTRC
4560,PEDTRC,PEDTRC
4561,PEDIATRICIAN,PED
4562,PED,PED
4563,PENNEY,PNY
4564,PNY,PNY
4565,PENINSULA,PEN
4566,PEN,PEN
4567,PENSION,PNSN
4568,PNSN,PNSN
4569,PENTECOSTAL,PENTE
4570,PENT,PENTE
4571,PENTE,PENTE
4572,PNTCSTL,PENTE
4573,PEOPLE,PPL
4574,PPL,PPL
4575,PERFECT,PERF
4576,PERF,PERF
4577,PRFCT,PERF
4578,PERFORMANCE,PERFORM
4579,PERF,PERFORM
4580,PERFORM,PERFORM
4581,PERIODICAL,PERI
4582,PERI,PERI
4583,PERIODONTIST,PRDNTST
4584,PRDNTST,PRDNTST
4585,PERSONAL,PRSNL
4586,PER,PRSNL
4587,PERS,PRSNL
4588,PRSNL,PRSNL
4589,PERSONNEL,PRSNNL
4590,PERS,PRSNNL
4591,PRSNL,PRSNNL
4592,PRSNNL,PRSNNL
4593,PESTICIDE,PST
4594,PST,PST
4595,PETROLEUM,PETRO
4596,PETRO,PETRO
4597,PETTY,PTTY
4598,PTTY,PTTY
4599,PHARMACEUTICAL,PHARML
4600,PHARNL,PHARML
4601,PHRM,PHARML
4602,PHARMACIST,PHRMST
4603,PHARM,PHRMST
4604,PHRMST,PHRMST
4605,PHARMACY,PHARM
4606,PHARM,PHARM
4607,PHRM,PHARM
4608,PHRMCY,PHARM
4609,PHONE,PH
4610,PHN,PH
4611,PHONOGRAPH,PHONO
4612,PHONO,PHONO
4613,PHOTOGRAPH,PHOTO
4614,PHOTO,PHOTO
4615,PHOTOGRAPHER,PHOTOGR
4616,PHOTOGR,PHOTOGR
4617,PHOTOGRAPHY,PHOTO
4618,PHOTO,PHOTO
4619,PHYSICAL,PHYSCL
4620,PHYS,PHYSCL
4621,PHYSCL,PHYSCL
4622,PHYSICIAN,PHYS
4623,PHYS,PHYS
4624,PHYSCN,PHYS
4625,PHYSICIST,PHYST
4626,PHYS,PHYST
4627,PHYST,PHYST
4628,PIANO,PNO
4629,PNO,PNO
4630,PICTURE,PIC
4631,PCTR,PIC
4632,PIC,PIC
4633,PIEDMONT,PDMNT
4634,PDMNT,PDMNT
4635,PIONEER,PNR
4636,PNR,PNR
4637,PIZZA,PZ
4638,PZ,PZ
4639,PZA,PZ
4640,PIZZERIA,PZA
4641,PZ,PZA
4642,PZA,PZA
4643,PLACE,PL
4644,PL,PL
4645,PLAIN,PLN
4646,PLN,PLN
4647,PLANNER,PLNR
4648,PLNR,PLNR
4649,PLANNING,PLAN
4650,PLAN,PLAN
4651,PLG,PLAN
4652,PLN,PLAN
4653,PLNG,PLAN
4654,PLNNG,PLAN
4655,PLANT,PLNT
4656,PLNT,PLNT
4657,PLT,PLNT
4658,PLASTERING,PLST
4659,PLST,PLST
4660,PLASTIC,PLAS
4661,PLAS,PLAS
4662,PLST,PLAS
4663,PLATING,PLTG
4664,PLTG,PLTG
4665,PLATOON,PLTN
4666,PLTN,PLTN
4667,PLAZA,PLZ
4668,PLZ,PLZ
4669,PLEASANT,PLSNT
4670,PLSNT,PLSNT
4671,PLUMBER,PLMBR
4672,PLMBR,PLMBR
4673,PLUMBING,PLBG
4674,PLUMB,PLBG
4675,PLYWOOD,PLYWD
4676,PLYWD,PLYWD
4677,PODIATRIST,PDTRST
4678,PDTRST,PDTRST
4679,POINT,PT
4680,PT,PT
4681,POLICE,PLC
4682,PLC,PLC
4683,POL,PLC
4684,POLICY,PLCY
4685,PLCY,PLCY
4686,POLISHING,POLSG
4687,POLSG,POLSG
4688,POLLUTION,POLTN
4689,POLTN,POLTN
4690,PORTER,PRTR
4691,PRTR,PRTR
4692,PTR,PRTR
4693,POSITION,PSTN
4694,PSTN,PSTN
4695,POSTAL,PSTL
4696,PSTL,PSTL
4697,POSTMASTER,PM
4698,PM,PM
4699,POTTERY,POT
4700,POT,POT
4701,POULTRY,PLTY
4702,PLTY,PLTY
4703,POWER,PWR
4704,PWR,PWR
4705,PRACTICAL,PRACL
4706,PRAC,PRACL
4707,PRACL,PRACL
4708,PRACTICE,PRAC
4709,PRAC,PRAC
4710,PRCTC,PRAC
4711,PRACTITIONER,PRACTNR
4712,PRAC,PRACTNR
4713,PRACTNR,PRACTNR
4714,PRCTTNR,PRACTNR
4715,PRAIRIE,PR
4716,PR,PR
4717,PRECISION,PRCSN
4718,PRCSN,PRCSN
4719,PREFABRICATED,PFAB
4720,PFAB,PFAB
4721,PREFERRED,PREF
4722,PREF,PREF
4723,PREMIER,PREM
4724,PREM,PREM
4725,PREPARATION,PREP
4726,PREP,PREP
4727,PREPARER,PRPRR
4728,PRPRR,PRPRR
4729,PRESBYTERIAN,PRESBY
4730,PRES,PRESBY
4731,PRESBY,PRESBY
4732,PRSBY,PRESBY
4733,PRESCHOOL,PRSCHL
4734,PRSCHL,PRSCHL
4735,PRESCRIPTION,PRESCR
4736,PRESCR,PRESCR
4737,PRESERVING,PRSV
4738,PRSV,PRSV
4739,PRESIDENT,PRES
4740,PR,PRES
4741,PRES,PRES
4742,PRS,PRES
4743,PRESS,PRS
4744,PRS,PRS
4745,PRESSING,PRSG
4746,PRSG,PRSG
4747,PRESTIGE,PRSTG
4748,PRSTG,PRSTG
4749,PREVENTION,PRVNTN
4750,PRVNTN,PRVNTN
4751,PRICE,PRC
4752,PRC,PRC
4753,PRIDE,PRD
4754,PRD,PRD
4755,PRIEST,PRST
4756,PR,PRST
4757,PRST,PRST
4758,PRIME,PRM
4759,PRM,PRM
4760,PRINCE,PRNC
4761,PR,PRNC
4762,PRNC,PRNC
4763,PRINCIPAL,PRIN
4764,PRIN,PRIN
4765,PRINC,PRIN
4766,PRN,PRIN
4767,PRNCPL,PRIN
4768,PRINT,PRT
4769,PRT,PRT
4770,PRINTER,PRINTR
4771,PRINT,PRINTR
4772,PRINTR,PRINTR
4773,PRTR,PRINTR
4774,PRINTING,PRINTG
4775,PRINT,PRINTG
4776,PRINTG,PRINTG
4777,PRNTNG,PRINTG
4778,PRTG,PRINTG
4779,PTG,PRINTG
4780,PRIVATE,PVT
4781,PVT,PVT
4782,PROCESS,PRCS
4783,PRCS,PRCS
4784,PROCES,PRCS
4785,PROCESSING,PRCSG
4786,PRCS,PRCSG
4787,PRCSG,PRCSG
4788,PRCSNG,PRCSG
4789,PROC,PRCSG
4790,PROCESSOR,PRCSR
4791,PRCSR,PRCSR
4792,PROCUREMENT,PRCMNT
4793,PRCMNT,PRCMNT
4794,PROCU,PRCMNT
4795,PRODUCE,PROD
4796,PROD,PROD
4797,PRODUCER,PRODR
4798,PROD,PRODR
4799,PRODR,PRODR
4800,PRODUCING,PRDCNG
4801,PRDCNG,PRDCNG
4802,PRODUCT,PRODT
4803,PRO,PRODT
4804,PROD,PRODT
4805,PRODT,PRODT
4806,PRODUCTION,PRODN
4807,PRD,PRODN
4808,PRDTN,PRODN
4809,PROD,PRODN
4810,PRODCTN,PRODN
4811,PRODN,PRODN
4812,PRODT,PRODN
4813,PRODUCTIVITY,PRDCTVTY
4814,PRDCTVTY,PRDCTVTY
4815,PROFESSIONAL,PRO
4816,PRO,PRO
4817,PROF,PRO
4818,PROFL,PRO
4819,PROFESSOR,PROF
4820,PROF,PROF
